Instance                      NSGA-II                  SL        GA                       SL        
cogent_urban_0_30requests     0.5994444444444444       7         0.4373333333333333       6         Good                          
cogent_urban_1_10requests     0.601                    7         0.256                    6         Good                          
cogent_urban_1_20requests     0.6068333333333333       6         0.368                    4         Good                          
cogent_urban_1_30requests     0.5607777777777778       5         0.42499999999999993      5         Good                          
cogent_urban_2_10requests     0.45799999999999996      4         0.374                    6         Good                          
cogent_urban_2_20requests     0.6051666666666666       6         0.433                    4         Good                          
cogent_urban_2_30requests     0.5661111111111111       5         0.4576666666666666       5         Good                          
cogent_urban_3_10requests     0.599                    7         0.318                    3         Good                          
cogent_urban_3_20requests     0.5601666666666667       6         0.36                     5         Good                          
cogent_urban_3_30requests     0.6221111111111112       6         0.32199999999999995      4         Good                          
cogent_urban_4_10requests     0.533                    3         0.304                    4         Good                          
cogent_urban_4_20requests     0.5383333333333332       5         0.4215                   6         Good                          
cogent_urban_4_30requests     0.5735555555555556       4         0.3953333333333333       6         Good                          
conus_centers_0_10requests    0.5326666666666666       5         0.386                    4         Good                          
conus_centers_0_20requests    0.4695                   5         0.4215                   6         Good                          
conus_centers_0_30requests    0.5777777777777778       8         0.39399999999999996      4         Good                          
conus_centers_1_10requests    0.46866666666666656      5         0.27299999999999996      3         Good                          
conus_centers_1_20requests    0.5428333333333333       9         0.44499999999999995      5         Good                          
conus_centers_1_30requests    0.5416666666666667       7         0.4793333333333334       5         Good                          
conus_centers_2_10requests    0.35999999999999993      4         0.23900000000000005      4         Good                          
conus_centers_2_20requests    0.5509999999999999       6         0.432                    5         Good                          
conus_centers_2_30requests    0.54                     10        0.409                    2         Good                          
conus_centers_3_10requests    0.45733333333333337      5         0.32300000000000006      5         Good                          
conus_centers_3_20requests    0.5053333333333333       6         0.423                    6         Good                          
conus_centers_3_30requests    0.5131111111111112       8         0.44233333333333336      5         Good                          
conus_centers_4_10requests    0.5676666666666667       7         0.30200000000000005      4         Good                          
conus_centers_4_20requests    0.5793333333333333       8         0.45599999999999996      5         Good                          
conus_centers_4_30requests    0.5842222222222223       13        0.44533333333333336      6         Good                          
conus_rural_0_10requests      0.4213333333333333       4         0.255                    5         Good                          
conus_rural_0_20requests      0.5685                   6         0.3805                   3         Good                          
conus_rural_0_30requests      0.5217777777777779       8         0.4083333333333333       5         Good                          
conus_rural_1_10requests      0.44499999999999995      5         0.32399999999999995      4         Good                          
conus_rural_1_20requests      0.5103333333333334       4         0.41750000000000004      5         Good                          
conus_rural_1_30requests      0.4351111111111111       9         0.404                    5         Good                          
conus_rural_2_10requests      0.5376666666666667       5         0.353                    6         Good                          
conus_rural_2_20requests      0.4963333333333333       5         0.3715                   4         Good                          
conus_rural_2_30requests      0.5774444444444444       5         0.39133333333333337      6         Good                          
conus_rural_3_10requests      0.47866666666666663      3         0.294                    3         Good                          
conus_rural_3_20requests      0.4606666666666666       5         0.33799999999999997      6         Good                          
conus_rural_3_30requests      0.536                    6         0.419                    5         Good                          
conus_rural_4_10requests      0.41733333333333333      4         0.265                    5         Good                          
conus_rural_4_20requests      0.5263333333333333       6         0.35500000000000004      3         Good                          
conus_rural_4_30requests      0.5003333333333334       7         0.3543333333333334       4         Good                          
conus_uniform_0_10requests    0.502                    6         0.374                    5         Good                          
conus_uniform_0_20requests    0.48000000000000004      5         0.4915                   6         Bad                           
conus_uniform_0_30requests    0.5955555555555555       7         0.42933333333333334      4         Good                          
conus_uniform_1_10requests    0.5650000000000001       6         0.36900000000000005      4         Good                          
conus_uniform_1_20requests    0.6433333333333333       5         0.495                    4         Good                          
conus_uniform_1_30requests    0.5188888888888888       4         0.4280000000000001       4         Good                          
conus_uniform_2_10requests    0.4916666666666666       3         0.403                    4         Good                          
conus_uniform_2_20requests    0.5185                   6         0.4315                   4         Good                          
conus_uniform_2_30requests    0.399                    8         0.37033333333333335      5         Good                          
conus_uniform_3_10requests    0.46733333333333327      4         0.383                    4         Good                          
conus_uniform_3_20requests    0.5453333333333334       5         0.493                    6         Good                          
conus_uniform_3_30requests    0.47811111111111115      7         0.4863333333333333       5         Bad                           
conus_uniform_4_10requests    0.5143333333333333       5         0.372                    6         Good                          
conus_uniform_4_20requests    0.5335000000000001       7         0.532                    5         Good                          
conus_uniform_4_30requests    0.5123333333333333       8         0.4036666666666667       5         Good                          
conus_urban_0_10requests      0.58                     6         0.305                    4         Good                          
conus_urban_0_20requests      0.683                    6         0.46849999999999997      4         Good                          
conus_urban_0_30requests      0.6424444444444444       5         0.5233333333333333       5         Good                          
conus_urban_1_10requests      0.5736666666666667       5         0.39                     4         Good                          
conus_urban_1_20requests      0.6193333333333333       4         0.4495                   5         Good                          
conus_urban_1_30requests      0.5881111111111111       8         0.4473333333333333       5         Good                          
conus_urban_2_10requests      0.5736666666666667       4         0.382                    7         Good                          
conus_urban_2_20requests      0.571                    5         0.5245                   7         Good                          
conus_urban_2_30requests      0.6894444444444445       8         0.423                    6         Good                          
conus_urban_3_10requests      0.6593333333333333       5         0.268                    3         Good                          
conus_urban_3_20requests      0.5915                   7         0.381                    6         Good                          
conus_urban_3_30requests      0.6142222222222222       7         0.396                    4         Good                          
conus_urban_4_10requests      0.6343333333333333       5         0.496                    6         Good                          
conus_urban_4_20requests      0.5425                   6         0.37649999999999995      4         Good                          
conus_urban_4_30requests      0.7004444444444444       9         0.4486666666666667       6         Good                          
nsf_centers_0_10requests      0.31233333333333335      3         0.242                    5         Good                          
nsf_centers_0_20requests      0.24033333333333337      3         0.22599999999999998      6         Good                          
nsf_centers_0_30requests      0.3462222222222222       7         0.323                    5         Good                          
nsf_centers_1_10requests      0.24300000000000002      2         0.168                    3         Good                          
nsf_centers_1_20requests      0.24850000000000003      5         0.19849999999999998      5         Good                          
nsf_centers_1_30requests      0.3132222222222222       4         0.288                    5         Good                          
nsf_centers_2_10requests      0.21666666666666667      3         0.141                    3         Good                          
nsf_centers_2_20requests      0.2655                   4         0.2665                   5         Bad                           
nsf_centers_2_30requests      0.281                    6         0.28300000000000003      6         Bad                           
nsf_centers_3_10requests      0.189                    2         0.13                     3         Good                          
nsf_centers_3_20requests      0.244                    4         0.15699999999999997      4         Good                          
nsf_centers_3_30requests      0.2732222222222222       5         0.266                    6         Good                          
nsf_centers_4_10requests      0.21866666666666665      3         0.181                    3         Good                          
nsf_centers_4_20requests      0.2966666666666667       5         0.268                    5         Good                          
nsf_centers_4_30requests      0.25566666666666665      5         0.2633333333333333       5         Bad                           
nsf_rural_0_10requests        0.325                    4         0.245                    5         Good                          
nsf_rural_0_20requests        0.31150000000000005      5         0.2425                   5         Good                          
nsf_rural_0_30requests        0.2944444444444444       9         0.3146666666666667       5         Bad                           
nsf_rural_1_10requests        0.3456666666666667       3         0.261                    5         Good                          
nsf_rural_1_20requests        0.3723333333333333       4         0.33699999999999997      6         Good                          
nsf_rural_1_30requests        0.3721111111111111       7         0.3406666666666667       5         Good                          
nsf_rural_2_10requests        0.2743333333333334       3         0.22800000000000004      5         Good                          
nsf_rural_2_20requests        0.33266666666666667      7         0.3005                   5         Good                          
nsf_rural_2_30requests        0.42088888888888887      8         0.4276666666666666       6         Bad                           
nsf_rural_3_10requests        0.28600000000000003      4         0.219                    4         Good                          
nsf_rural_3_20requests        0.38283333333333336      5         0.388                    6         Bad                           
nsf_rural_3_30requests        0.38255555555555554      4         0.37366666666666665      6         Good                          
nsf_rural_4_10requests        0.32966666666666666      4         0.193                    4         Good                          
nsf_rural_4_20requests        0.36683333333333334      7         0.382                    6         Bad                           
nsf_rural_4_30requests        0.35311111111111104      6         0.35666666666666663      6         Bad                           
nsf_uniform_0_10requests      0.3786666666666666       4         0.21                     3         Good                          
nsf_uniform_0_20requests      0.3398333333333333       9         0.2935                   6         Good                          
nsf_uniform_0_30requests      0.41455555555555557      9         0.3453333333333333       4         Good                          
nsf_uniform_1_10requests      0.33099999999999996      4         0.315                    5         Good                          
nsf_uniform_1_20requests      0.2826666666666667       4         0.31999999999999995      4         Bad                           
nsf_uniform_1_30requests      0.39244444444444443      7         0.4103333333333333       5         Bad                           
nsf_uniform_2_10requests      0.3203333333333333       4         0.274                    6         Good                          
nsf_uniform_2_20requests      0.3723333333333334       6         0.362                    6         Good                          
nsf_uniform_2_30requests      0.31166666666666665      7         0.33066666666666666      5         Bad                           
nsf_uniform_3_10requests      0.31466666666666665      3         0.267                    5         Good                          
nsf_uniform_3_20requests      0.31666666666666665      6         0.30300000000000005      6         Good                          
nsf_uniform_3_30requests      0.3795555555555556       6         0.38499999999999995      5         Bad                           
nsf_uniform_4_10requests      0.31733333333333336      5         0.12499999999999999      3         Good                          
nsf_uniform_4_20requests      0.3423333333333333       9         0.3125                   5         Good                          
nsf_uniform_4_30requests      0.3982222222222222       12        0.33666666666666667      4         Good                          
nsf_urban_0_10requests        0.30600000000000005      4         0.249                    4         Good                          
nsf_urban_0_20requests        0.3883333333333333       5         0.382                    6         Good                          
nsf_urban_0_30requests        0.32266666666666666      7         0.32266666666666666      5         Bad                           
nsf_urban_1_10requests        0.3613333333333333       4         0.15800000000000003      3         Good                          
nsf_urban_1_20requests        0.3448333333333333       6         0.2775                   5         Good                          
nsf_urban_1_30requests        0.425                    10        0.2723333333333333       6         Good                          
nsf_urban_2_10requests        0.373                    6         0.21200000000000002      4         Good                          
nsf_urban_2_20requests        0.3235                   5         0.33949999999999997      6         Bad                           
nsf_urban_2_30requests        0.37799999999999995      6         0.35933333333333334      5         Good                          
nsf_urban_3_10requests        0.3446666666666667       5         0.29500000000000004      6         Good                          
nsf_urban_3_20requests        0.312                    5         0.21150000000000002      4         Good                          
nsf_urban_3_30requests        0.4936666666666667       6         0.39499999999999996      5         Good                          
nsf_urban_4_10requests        0.38166666666666665      4         0.278                    4         Good                          
nsf_urban_4_20requests        0.3953333333333333       6         0.3235                   5         Good                          
nsf_urban_4_30requests        0.4093333333333332       7         0.36599999999999994      5         Good                          
