Instance                      NSGA-II                  SL        GA                       SL        
cogent_centers_0_10requests   0.4263333333333334       4         0.396                    5         Good                          
cogent_centers_0_20requests   0.39316666666666666      6         0.4475                   4         Bad                           
cogent_centers_0_30requests   0.482                    6         0.4316666666666667       5         Good                          
cogent_centers_1_10requests   0.5393333333333332       4         0.382                    5         Good                          
cogent_centers_1_20requests   0.5159999999999999       6         0.4965                   4         Good                          
cogent_centers_1_30requests   0.5267777777777778       8         0.433                    4         Good                          
cogent_centers_2_10requests   0.41                     2         0.42600000000000005      5         Bad                           
cogent_centers_2_20requests   0.5768333333333333       4         0.461                    3         Good                          
cogent_centers_2_30requests   0.5654444444444445       9         0.3913333333333333       4         Good                          
cogent_centers_3_10requests   0.48333333333333334      3         0.357                    5         Good                          
cogent_centers_3_20requests   0.4261666666666667       6         0.409                    6         Good                          
cogent_centers_3_30requests   0.4956666666666666       4         0.4926666666666667       4         Good                          
cogent_centers_4_10requests   0.529                    5         0.5                      6         Good                          
cogent_centers_4_20requests   0.5541666666666667       5         0.47050000000000003      5         Good                          
cogent_centers_4_30requests   0.4816666666666666       5         0.37533333333333335      3         Good                          
cogent_rural_0_10requests     0.30566666666666664      3         0.07500000000000001      2         Good                          
cogent_rural_0_20requests     0.3623333333333334       3         0.3235                   5         Good                          
cogent_rural_0_30requests     0.33066666666666666      4         0.36033333333333334      6         Bad                           
cogent_rural_1_10requests     0.3446666666666667       3         0.258                    6         Good                          
cogent_rural_1_20requests     0.3338333333333333       4         0.3115                   6         Good                          
cogent_rural_1_30requests     0.4948888888888889       5         0.3933333333333333       6         Good                          
cogent_rural_2_10requests     0.29100000000000004      3         0.16900000000000004      4         Good                          
cogent_rural_2_20requests     0.37599999999999995      3         0.322                    6         Good                          
cogent_rural_2_30requests     0.32899999999999996      5         0.32466666666666666      5         Good                          
cogent_rural_3_10requests     0.323                    3         0.191                    3         Good                          
cogent_rural_3_20requests     0.4301666666666667       2         0.4305000000000001       6         Bad                           
cogent_rural_3_30requests     0.445111111111111        4         0.316                    5         Good                          
cogent_rural_4_10requests     0.38166666666666665      3         0.14200000000000002      3         Good                          
cogent_rural_4_20requests     0.31533333333333335      4         0.23                     5         Good                          
cogent_rural_4_30requests     0.35855555555555557      3         0.3416666666666666       6         Good                          
cogent_uniform_0_10requests   0.44733333333333336      3         0.236                    3         Good                          
cogent_uniform_0_20requests   0.48616666666666664      6         0.3885                   6         Good                          
cogent_uniform_0_30requests   0.5007777777777778       5         0.39533333333333337      4         Good                          
cogent_uniform_1_10requests   0.382                    4         0.27                     5         Good                          
cogent_uniform_1_20requests   0.43149999999999994      4         0.388                    6         Good                          
cogent_uniform_1_30requests   0.4714444444444444       5         0.415                    6         Good                          
cogent_uniform_2_10requests   0.3283333333333333       3         0.33599999999999997      5         Bad                           
cogent_uniform_2_20requests   0.3653333333333333       3         0.39149999999999996      5         Bad                           
cogent_uniform_2_30requests   0.4309999999999999       4         0.37200000000000005      5         Good                          
cogent_uniform_3_10requests   0.2326666666666667       2         0.21799999999999997      4         Good                          
cogent_uniform_3_20requests   0.4090000000000001       4         0.368                    5         Good                          
cogent_uniform_3_30requests   0.4308888888888889       6         0.461                    5         Bad                           
cogent_uniform_4_10requests   0.4346666666666667       4         0.369                    5         Good                          
cogent_uniform_4_20requests   0.4325                   3         0.3205                   5         Good                          
cogent_uniform_4_30requests   0.48744444444444435      5         0.45799999999999996      5         Good                          
cogent_urban_0_10requests     0.5056666666666667       4         0.31                     6         Good                          
cogent_urban_0_20requests     0.5881666666666667       6         0.515                    5         Good                          
cogent_urban_0_30requests     0.5747777777777778       8         0.44666666666666666      5         Good                          
cogent_urban_1_10requests     0.5656666666666665       5         0.26                     6         Good                          
cogent_urban_1_20requests     0.6143333333333333       5         0.39699999999999996      6         Good                          
cogent_urban_1_30requests     0.5265555555555556       2         0.415                    5         Good                          
cogent_urban_2_10requests     0.5016666666666667       6         0.29900000000000004      5         Good                          
cogent_urban_2_20requests     0.5473333333333334       6         0.47350000000000003      5         Good                          
cogent_urban_2_30requests     0.5366666666666667       8         0.4583333333333333       4         Good                          
cogent_urban_3_10requests     0.5583333333333333       5         0.34700000000000003      5         Good                          
cogent_urban_3_20requests     0.49866666666666676      3         0.296                    6         Good                          
cogent_urban_3_30requests     0.6214444444444445       5         0.4646666666666667       5         Good                          
cogent_urban_4_10requests     0.5553333333333333       5         0.32099999999999995      5         Good                          
cogent_urban_4_20requests     0.5589999999999999       5         0.4115                   6         Good                          
cogent_urban_4_30requests     0.5815555555555555       5         0.43866666666666676      3         Good                          
conus_centers_0_10requests    0.51                     4         0.45300000000000007      6         Good                          
conus_centers_0_20requests    0.5238333333333334       7         0.46449999999999997      6         Good                          
conus_centers_0_30requests    0.4997777777777778       4         0.42066666666666663      3         Good                          
conus_centers_1_10requests    0.43633333333333324      4         0.392                    5         Good                          
conus_centers_1_20requests    0.5868333333333333       9         0.506                    5         Good                          
conus_centers_1_30requests    0.5732222222222223       8         0.4866666666666667       4         Good                          
conus_centers_2_10requests    0.43599999999999994      6         0.32399999999999995      6         Good                          
conus_centers_2_20requests    0.5395000000000001       5         0.4925                   5         Good                          
conus_centers_2_30requests    0.5276666666666667       5         0.46266666666666667      4         Good                          
conus_centers_3_10requests    0.44166666666666665      6         0.391                    8         Good                          
conus_centers_3_20requests    0.47400000000000003      3         0.471                    5         Good                          
conus_centers_3_30requests    0.5114444444444444       5         0.475                    4         Good                          
conus_centers_4_10requests    0.5236666666666667       5         0.32399999999999995      5         Good                          
conus_centers_4_20requests    0.51                     5         0.46699999999999997      7         Good                          
conus_centers_4_30requests    0.5233333333333334       7         0.497                    6         Good                          
conus_rural_0_10requests      0.4643333333333333       5         0.355                    6         Good                          
conus_rural_0_20requests      0.5188333333333334       7         0.391                    3         Good                          
conus_rural_0_30requests      0.5047777777777778       8         0.40399999999999997      4         Good                          
conus_rural_1_10requests      0.48033333333333333      4         0.436                    6         Good                          
conus_rural_1_20requests      0.5445                   5         0.485                    5         Good                          
conus_rural_1_30requests      0.44599999999999995      6         0.42033333333333334      6         Good                          
conus_rural_2_10requests      0.41933333333333334      3         0.42100000000000004      7         Bad                           
conus_rural_2_20requests      0.49366666666666664      4         0.39299999999999996      6         Good                          
conus_rural_2_30requests      0.6026666666666667       4         0.434                    4         Good                          
conus_rural_3_10requests      0.504                    4         0.368                    6         Good                          
conus_rural_3_20requests      0.43066666666666664      5         0.3385                   5         Good                          
conus_rural_3_30requests      0.5035555555555555       6         0.4496666666666667       6         Good                          
conus_rural_4_10requests      0.4033333333333333       3         0.13100000000000003      3         Good                          
conus_rural_4_20requests      0.4948333333333333       5         0.38949999999999996      4         Good                          
conus_rural_4_30requests      0.518888888888889        7         0.4086666666666667       4         Good                          
conus_uniform_0_10requests    0.5086666666666667       3         0.42900000000000005      5         Good                          
conus_uniform_0_20requests    0.493                    6         0.508                    5         Bad                           
conus_uniform_0_30requests    0.5772222222222222       5         0.5213333333333333       5         Good                          
conus_uniform_1_10requests    0.571                    4         0.44099999999999995      5         Good                          
conus_uniform_1_20requests    0.6211666666666666       7         0.5595000000000001       3         Good                          
conus_uniform_1_30requests    0.5115555555555555       9         0.3906666666666667       4         Good                          
conus_uniform_2_10requests    0.5453333333333333       4         0.46099999999999997      5         Good                          
conus_uniform_2_20requests    0.4888333333333333       6         0.4794999999999999       6         Good                          
conus_uniform_2_30requests    0.4026666666666666       11        0.4676666666666667       5         Bad                           
conus_uniform_3_10requests    0.46933333333333327      3         0.488                    6         Bad                           
conus_uniform_3_20requests    0.5213333333333333       4         0.5325                   5         Bad                           
conus_uniform_3_30requests    0.5403333333333334       4         0.4600000000000001       3         Good                          
conus_uniform_4_10requests    0.5413333333333333       4         0.441                    7         Good                          
conus_uniform_4_20requests    0.5061666666666667       6         0.5545                   4         Bad                           
conus_uniform_4_30requests    0.5125555555555557       5         0.45933333333333337      5         Good                          
conus_urban_0_10requests      0.5309999999999999       6         0.383                    6         Good                          
conus_urban_0_20requests      0.6664999999999999       5         0.46599999999999997      3         Good                          
