Instance                      NSGA-II                  SL        GA                       SL        
conus_rural_0_20requests      0.4986666666666666       5         0.443                    5         Good                          
conus_rural_0_30requests      0.5281111111111111       8         0.41000000000000003      5         Good                          
conus_rural_1_10requests      0.515                    4         0.40900000000000003      5         Good                          
conus_rural_1_20requests      0.5328333333333334       6         0.4195                   5         Good                          
conus_rural_1_30requests      0.4576666666666667       7         0.4126666666666667       6         Good                          
conus_rural_2_10requests      0.5106666666666666       4         0.377                    5         Good                          
conus_rural_2_20requests      0.5356666666666667       4         0.41400000000000003      5         Good                          
conus_rural_2_30requests      0.6175555555555555       4         0.44866666666666677      5         Good                          
conus_rural_3_10requests      0.48000000000000004      4         0.365                    6         Good                          
conus_rural_3_20requests      0.44700000000000006      6         0.35949999999999993      5         Good                          
conus_rural_3_30requests      0.49877777777777776      5         0.4296666666666667       5         Good                          
conus_rural_4_10requests      0.4083333333333333       3         0.265                    4         Good                          
conus_rural_4_20requests      0.5138333333333334       5         0.39999999999999997      6         Good                          
conus_rural_4_30requests      0.5464444444444445       8         0.402                    4         Good                          
conus_uniform_0_10requests    0.4760000000000001       4         0.40900000000000003      6         Good                          
conus_uniform_0_20requests    0.536                    7         0.471                    4         Good                          
conus_uniform_0_30requests    0.5737777777777778       5         0.46166666666666667      5         Good                          
conus_uniform_1_10requests    0.556                    5         0.42500000000000004      6         Good                          
conus_uniform_1_20requests    0.5691666666666667       4         0.45949999999999996      2         Good                          
conus_uniform_1_30requests    0.5708888888888889       4         0.41300000000000003      4         Good                          
conus_uniform_2_10requests    0.5076666666666667       4         0.406                    5         Good                          
conus_uniform_2_20requests    0.45250000000000007      4         0.46349999999999997      5         Bad                           
conus_uniform_2_30requests    0.4562222222222222       7         0.4246666666666667       5         Good                          
conus_uniform_3_10requests    0.519                    3         0.43500000000000005      6         Good                          
conus_uniform_3_20requests    0.5415                   7         0.495                    6         Good                          
conus_uniform_3_30requests    0.5436666666666667       6         0.4706666666666667       4         Good                          
conus_uniform_4_10requests    0.5023333333333333       4         0.34199999999999997      5         Good                          
conus_uniform_4_20requests    0.6100000000000001       5         0.595                    6         Good                          
conus_uniform_4_30requests    0.493                    7         0.4030000000000001       5         Good                          
conus_urban_0_10requests      0.4473333333333333       5         0.34800000000000003      5         Good                          
conus_urban_0_20requests      0.6054999999999999       4         0.4875                   4         Good                          
conus_urban_0_30requests      0.6175555555555555       5         0.5306666666666666       5         Good                          
conus_urban_1_10requests      0.49733333333333335      4         0.42599999999999993      4         Good                          
conus_urban_1_20requests      0.5941666666666666       3         0.433                    4         Good                          
conus_urban_1_30requests      0.5085555555555555       5         0.47066666666666673      6         Good                          
conus_urban_2_10requests      0.6180000000000001       5         0.384                    6         Good                          
conus_urban_2_20requests      0.6115                   10        0.5425                   7         Good                          
conus_urban_2_30requests      0.5786666666666667       7         0.41766666666666663      5         Good                          
conus_urban_3_10requests      0.6036666666666668       4         0.29999999999999993      4         Good                          
conus_urban_3_20requests      0.5255000000000001       4         0.40800000000000003      5         Good                          
conus_urban_3_30requests      0.6001111111111112       7         0.4163333333333334       5         Good                          
conus_urban_4_10requests      0.5680000000000001       5         0.476                    5         Good                          
conus_urban_4_20requests      0.6186666666666667       9         0.4625000000000001       5         Good                          
conus_urban_4_30requests      0.6467777777777778       5         0.5203333333333333       6         Good                          
nsf_centers_0_10requests      0.30933333333333335      3         0.242                    5         Good                          
nsf_centers_0_20requests      0.2473333333333333       3         0.21400000000000002      6         Good                          
nsf_centers_0_30requests      0.3471111111111111       6         0.3                      5         Good                          
nsf_centers_1_10requests      0.24066666666666667      3         0.168                    3         Good                          
nsf_centers_1_20requests      0.25366666666666665      5         0.20249999999999999      5         Good                          
nsf_centers_1_30requests      0.3204444444444445       3         0.293                    5         Good                          
nsf_centers_2_10requests      0.22300000000000003      3         0.141                    3         Good                          
nsf_centers_2_20requests      0.2891666666666667       6         0.259                    5         Good                          
nsf_centers_2_30requests      0.29988888888888887      6         0.28400000000000003      6         Good                          
nsf_centers_3_10requests      0.191                    2         0.138                    3         Good                          
nsf_centers_3_20requests      0.22316666666666668      3         0.15699999999999997      4         Good                          
nsf_centers_3_30requests      0.2816666666666667       4         0.2556666666666667       6         Good                          
nsf_centers_4_10requests      0.212                    2         0.20400000000000001      4         Good                          
nsf_centers_4_20requests      0.314                    4         0.266                    5         Good                          
nsf_centers_4_30requests      0.2707777777777778       6         0.273                    5         Bad                           
nsf_rural_0_10requests        0.36466666666666664      3         0.202                    4         Good                          
nsf_rural_0_20requests        0.26466666666666666      5         0.2625                   6         Good                          
nsf_rural_0_30requests        0.2803333333333333       7         0.32799999999999996      6         Bad                           
nsf_rural_1_10requests        0.45199999999999996      4         0.11800000000000002      4         Good                          
nsf_rural_1_20requests        0.413                    5         0.32600000000000007      6         Good                          
nsf_rural_1_30requests        0.3903333333333333       5         0.3396666666666666       5         Good                          
nsf_rural_2_10requests        0.3033333333333333       3         0.278                    6         Good                          
nsf_rural_2_20requests        0.33616666666666667      6         0.302                    6         Good                          
nsf_rural_2_30requests        0.42733333333333334      6         0.44100000000000006      6         Bad                           
nsf_rural_3_10requests        0.3046666666666667       4         0.21600000000000003      4         Good                          
nsf_rural_3_20requests        0.3996666666666667       5         0.363                    7         Good                          
nsf_rural_3_30requests        0.4474444444444444       10        0.31933333333333325      5         Good                          
nsf_rural_4_10requests        0.324                    3         0.198                    4         Good                          
nsf_rural_4_20requests        0.45499999999999996      5         0.39349999999999996      6         Good                          
nsf_rural_4_30requests        0.40099999999999997      6         0.3173333333333333       6         Good                          
nsf_uniform_0_10requests      0.33866666666666667      3         0.266                    4         Good                          
nsf_uniform_0_20requests      0.3453333333333333       6         0.2635                   5         Good                          
nsf_uniform_0_30requests      0.36933333333333335      7         0.33066666666666666      4         Good                          
nsf_uniform_1_10requests      0.386                    3         0.188                    4         Good                          
nsf_uniform_1_20requests      0.34883333333333333      7         0.3045                   6         Good                          
nsf_uniform_1_30requests      0.4966666666666667       8         0.4003333333333333       5         Good                          
nsf_uniform_2_10requests      0.31533333333333335      3         0.26                     5         Good                          
nsf_uniform_2_20requests      0.3646666666666667       5         0.33199999999999996      5         Good                          
nsf_uniform_2_30requests      0.3383333333333333       6         0.3263333333333333       6         Good                          
nsf_uniform_3_10requests      0.3726666666666666       3         0.216                    4         Good                          
nsf_uniform_3_20requests      0.2975                   4         0.3085                   6         Bad                           
nsf_uniform_3_30requests      0.3736666666666667       8         0.308                    5         Good                          
nsf_uniform_4_10requests      0.33499999999999996      4         0.135                    3         Good                          
nsf_uniform_4_20requests      0.36450000000000005      8         0.34                     7         Good                          
nsf_uniform_4_30requests      0.40977777777777774      10        0.30133333333333334      4         Good                          
nsf_urban_0_10requests        0.31233333333333335      3         0.257                    4         Good                          
nsf_urban_0_20requests        0.4095                   6         0.401                    6         Good                          
nsf_urban_0_30requests        0.31977777777777777      11        0.30199999999999994      6         Good                          
nsf_urban_1_10requests        0.3343333333333333       3         0.15800000000000003      3         Good                          
nsf_urban_1_20requests        0.3526666666666667       5         0.25150000000000006      5         Good                          
nsf_urban_1_30requests        0.3466666666666666       5         0.344                    5         Good                          
nsf_urban_2_10requests        0.3263333333333333       3         0.238                    5         Good                          
nsf_urban_2_20requests        0.35150000000000003      3         0.36099999999999993      6         Bad                           
nsf_urban_2_30requests        0.344                    3         0.3409999999999999       5         Good                          
nsf_urban_3_10requests        0.337                    4         0.279                    5         Good                          
nsf_urban_3_20requests        0.32083333333333336      5         0.28150000000000003      6         Good                          
nsf_urban_3_30requests        0.44400000000000006      7         0.39299999999999996      4         Good                          
nsf_urban_4_10requests        0.3536666666666667       2         0.312                    5         Good                          
nsf_urban_4_20requests        0.36900000000000005      3         0.297                    5         Good                          
nsf_urban_4_30requests        0.3921111111111112       6         0.3403333333333333       5         Good                          
